x,y,stress_shear_1,stress_shear_10,stress_shear_20,stress_shear_30,stress_shear_40,stress_shear_50,stress_shear_60,stress_shear_70,stress_shear_80,stress_shear_90,stress_shear_100,stress_shear_1000,stress_shear_10000
1.047835429045635891e+01,1.095150584360891965e+00,1.304940992951560343e-07,1.304940992947641862e-06,2.609881985897980677e-06,3.914822978834921549e-06,5.219763971790164261e-06,6.524704964733849209e-06,7.829645957677551098e-06,9.134586950658526671e-06,1.043952794358700822e-05,1.174446893652513579e-05,1.304940992946702587e-05,1.304940992949316938e-04,1.304940992947006394e-03
1.062499999999999822e+01,1.167468245269452698e+00,1.497952563319584071e-07,1.497952563314882033e-06,2.995905126633004813e-06,4.493857689935024863e-06,5.991810253259039393e-06,7.489762816569146489e-06,8.987715379879297631e-06,1.048566794323424665e-05,1.198362050652611374e-05,1.348157306982953605e-05,1.497952563313747983e-05,1.497952563316891762e-04,1.497952563314115283e-03
1.076095178626089677e+01,1.258308324635956987e+00,1.745037646616632837e-07,1.745037646611353016e-06,3.490075293226341921e-06,5.235112939823282671e-06,6.980150586444890291e-06,8.725188233050872695e-06,1.047022587965693303e-05,1.221526352631322241e-05,1.396030117289873541e-05,1.570533881949724868e-05,1.745037646610084076e-05,1.745037646613604955e-04,1.745037646610491560e-03
1.088388347648318089e+01,1.366116523516816450e+00,2.056359926336903882e-07,2.056359926331229714e-06,4.112719852666368486e-06,6.169079778982109355e-06,8.225439705324353039e-06,1.028179963164982039e-05,1.233815955797539446e-05,1.439451948435491776e-05,1.645087941065836564e-05,1.850723933697586410e-05,2.056359926329864128e-05,2.056359926333654702e-04,2.056359926330308258e-03
1.099169167536403613e+01,1.489048213739099458e+00,2.449611127870896448e-07,2.449611127864945618e-06,4.899222255733982404e-06,7.348833383582731058e-06,9.798444511459172607e-06,1.224805563931813987e-05,1.469766676717716642e-05,1.714727789509270701e-05,1.959688902292854010e-05,2.204650015077910818e-05,2.449611127863524974e-05,2.449611127867496949e-04,2.449611127863991072e-03
1.108253175473054419e+01,1.625000000000000000e+00,2.953952233812688995e-07,2.953952233806585276e-06,5.907904467617364212e-06,8.861856701407280727e-06,1.181580893522573632e-05,1.476976116902605017e-05,1.772371340282662659e-05,2.067766563668504520e-05,2.363161787046176240e-05,2.658557010425338738e-05,2.953952233805093820e-05,2.953952233809195018e-04,2.953952233805567061e-03
1.115484941563910404e+01,1.771645709543637537e+00,3.617882911335611149e-07,3.617882911329408644e-06,7.235765822663065159e-06,1.085364873397567036e-05,1.447153164531701624e-05,1.808941455664008315e-05,2.170729746796343636e-05,2.532518037934554316e-05,2.894306329064451198e-05,3.256094620195869690e-05,3.617882911327908888e-05,3.617882911332067752e-04,3.617882911328400113e-03
1.120740728286132715e+01,1.926476193621848187e+00,4.555249732792308488e-07,4.555249732786086820e-06,9.110499465576459626e-06,1.366574919834575571e-05,1.822099893114374080e-05,2.277624866392352824e-05,2.733149839670371547e-05,3.188674812954236492e-05,3.644199786229810001e-05,4.099724759506902071e-05,4.555249732784598583e-05,4.555249732788772626e-04,4.555249732785089482e-03
1.123930607671725390e+01,2.086842259724933868e+00,5.916610996610697307e-07,5.916610996604519684e-06,1.183322199321327961e-05,1.774983298980131434e-05,2.366644398641748920e-05,2.958305498301590008e-05,3.549966597961471754e-05,4.141627697627096383e-05,4.733288797284542062e-05,5.324949896943487329e-05,5.916610996603061432e-05,5.916610996607192920e-04,5.916610996603559325e-03
1.124999999999999112e+01,3.124999999999997780e+00,4.217198070488578799e-06,4.217198070488617593e-05,8.434396140977197239e-05,1.265159421146631424e-04,1.686879228195448934e-04,2.108599035244335292e-04,2.530318842293246043e-04,2.952038649341971396e-04,3.373758456390895701e-04,3.795478263439744653e-04,4.217198070488651610e-04,4.217198070488667114e-03,4.217198070488668155e-02
1.124999999999999112e+01,2.687499999999997780e+00,1.882051335269731839e-06,1.882051335269461847e-05,3.764102670539111396e-05,5.646154005808002343e-05,7.528205341077824349e-05,9.410256676347117128e-05,1.129230801161650342e-04,1.317435934688783992e-04,1.505641068215613117e-04,1.693846201742488049e-04,1.882051335269410415e-04,1.882051335269608336e-03,1.882051335269438463e-02
1.124999999999999112e+01,3.854166666666664742e+00,1.688314972459532582e-05,1.688314972459564972e-04,3.376629944919099587e-04,5.064944917378901186e-04,6.753259889838256636e-04,8.441574862297952526e-04,1.012988983475771564e-03,1.181820480721660271e-03,1.350651977967647641e-03,1.519483475213606605e-03,1.688314972459581615e-03,1.688314972459578622e-02,1.688314972459588614e-01
1.124999999999999112e+01,3.708333333333330817e+00,1.277242717170263531e-05,1.277242717170293143e-04,2.554485434340562976e-04,3.831728151511053985e-04,5.108970868681176909e-04,6.386213585851571424e-04,7.663456303022032077e-04,8.940699020191744629e-04,1.021794173736231479e-03,1.149518445453261281e-03,1.277242717170307563e-03,1.277242717170302098e-02,1.277242717170312680e-01
1.124999999999999112e+01,2.541666666666664298e+00,1.450986279909304957e-06,1.450986279908926036e-05,2.901972559818105844e-05,4.352958839726118101e-05,5.803945119635658744e-05,7.254931399544280526e-05,8.705917679452966683e-05,1.015690395936480380e-04,1.160789023927198698e-04,1.305887651917994944e-04,1.450986279908843908e-04,1.450986279909102653e-03,1.450986279908877963e-02
1.124999999999999112e+01,3.270833333333331261e+00,5.554667295461916709e-06,5.554667295462057655e-05,1.110933459092399740e-04,1.666400188638689260e-04,2.221866918184822791e-04,2.777333647731076126e-04,3.332800377277344911e-04,3.888267106823304698e-04,4.443733836369624440e-04,4.999200565915849857e-04,5.554667295462116473e-04,5.554667295462080261e-03,5.554667295462137333e-02
1.124999999999999467e+01,3.562499999999998668e+00,9.665809875044743024e-06,9.665809875044989680e-05,1.933161975008975710e-04,2.899742962513634191e-04,3.866323950018001293e-04,4.832904937522580356e-04,5.799485925027200077e-04,6.766066912531242461e-04,7.732647900035957049e-04,8.699228887540497081e-04,9.665809875045119513e-04,9.665809875045040800e-03,9.665809875045140720e-02
1.124999999999999467e+01,3.999999999999996447e+00,2.295077598645300048e-05,2.295077598645330270e-04,4.590155197290636145e-04,6.885232795936255083e-04,9.180310394581326500e-04,1.147538799322680774e-03,1.377046559187242126e-03,1.606554319051693323e-03,1.836062078916261614e-03,2.065569838780795860e-03,2.295077598645351574e-03,2.295077598645352962e-02,2.295077598645362538e-01
1.124999999999999467e+01,2.249999999999998668e+00,8.496673053225491690e-07,8.496673053219690574e-06,1.699334610644334526e-05,2.549001915964783159e-05,3.398669221287819309e-05,4.248336526609230171e-05,5.098003831930699310e-05,5.947671137257448513e-05,6.797338442576632018e-05,7.647005747897176874e-05,8.496673053218343791e-05,8.496673053222257490e-04,8.496673053218814498e-03
1.124999999999999467e+01,2.395833333333332149e+00,1.123276475454785339e-06,1.123276475454300920e-05,2.246552950908933200e-05,3.369829426362004398e-05,4.493105901817156248e-05,5.616382377271025351e-05,6.739658852724956118e-05,7.862935328183136958e-05,8.986211803635136490e-05,1.010948827908825139e-04,1.123276475454191924e-04,1.123276475454522850e-03,1.123276475454233932e-02
1.124999999999999467e+01,3.416666666666665630e+00,7.325271622543944821e-06,7.325271622544149972e-05,1.465054324508813460e-04,2.197581486763350701e-04,2.930108649017659447e-04,3.662635811272134888e-04,4.395162973526645566e-04,5.127690135780710095e-04,5.860217298035304799e-04,6.592744460289726030e-04,7.325271622544233998e-04,7.325271622544181523e-03,7.325271622544259065e-02
1.124999999999999467e+01,2.979166666666665186e+00,3.209475708972402200e-06,3.209475708972338672e-05,6.418951417944728844e-05,9.628427126917208463e-05,1.283790283588937637e-04,1.604737854486182076e-04,1.925685425383447385e-04,2.246632996280653334e-04,2.567580567177887201e-04,2.888528138075098029e-04,3.209475708972355477e-04,3.209475708972419662e-03,3.209475708972366753e-02
1.124999999999999467e+01,2.833333333333332149e+00,2.451854374996578798e-06,2.451854374996414050e-05,4.903708749992935164e-05,7.355563124989134406e-05,9.807417499985653488e-05,1.225927187498200858e-04,1.471112624997852360e-04,1.716298062497577045e-04,1.961483499997158345e-04,2.206668937496750486e-04,2.451854374996391417e-04,2.451854374996523690e-03,2.451854374996418826e-02
1.126069392328273189e+01,4.163157740275061691e+00,3.500865114262589629e-05,3.500865114262593017e-04,7.001730228525152424e-04,1.050259534278821707e-03,1.400346045705049350e-03,1.750432557131323830e-03,2.100519068557621730e-03,2.450605579983761769e-03,2.800692091410069209e-03,3.150778602836364507e-03,3.500865114262611665e-03,3.500865114262622507e-02,3.500865114262669553e-01
1.129259271713865864e+01,4.323523806378148038e+00,4.940129714829778567e-05,4.940129714829796185e-04,9.880259429659575023e-04,1.482038914448985259e-03,1.976051885931920642e-03,2.470064857414926065e-03,2.964077828897958376e-03,3.458090800380805071e-03,3.952103771863843019e-03,4.446116743346806809e-03,4.940129714829829578e-03,4.940129714829865487e-02,4.940129714829854524e-01
1.134515058436088175e+01,4.478354290456358022e+00,6.708065414408914445e-05,6.708065414408934503e-04,1.341613082881782998e-03,2.012419624322737272e-03,2.683226165763572500e-03,3.354032707204503139e-03,4.024839248645464135e-03,4.695645790086197882e-03,5.366452331527144133e-03,6.037258872968005383e-03,6.708065414408978522e-03,6.708065414409011828e-02,6.708065414408999061e-01
1.141746824526944515e+01,4.624999999999996447e+00,8.660926171243104764e-05,8.660926171243116690e-04,1.732185234248621170e-03,2.598277851372993337e-03,3.464370468497242773e-03,4.330463085621560730e-03,5.196555702745974531e-03,6.062648319870084755e-03,6.928740936994478607e-03,7.794833554118782253e-03,8.660926171243086766e-03,8.660926171243255034e-02,8.660926171243177318e-01
1.150830832463594966e+01,4.760951786260897656e+00,1.090871036426642286e-04,1.090871036426637733e-03,2.181742072853269827e-03,3.272613109280015330e-03,4.363484145706557869e-03,5.454355182133241789e-03,6.545226218560021986e-03,7.636097254986436156e-03,8.726968291413093187e-03,9.817839327839687769e-03,1.090871036426644194e-02,1.090871036426656476e-01,1.090871036426652063e+00
1.161611652351680846e+01,4.883883476483179997e+00,1.294538027404440179e-04,1.294538027404436818e-03,2.589076054808873636e-03,3.883614082213393721e-03,5.178152109617751610e-03,6.472690137022206643e-03,7.767228164426784841e-03,9.061766191830977063e-03,1.035630421923550669e-02,1.165084224663985417e-02,1.294538027404438900e-02,1.294538027404457670e-01,1.294538027404449343e+00
1.173904821373909257e+01,4.991691675364039682e+00,1.490855422032373861e-04,1.490855422032362314e-03,2.981710844064724628e-03,4.472566266097197964e-03,5.963421688129457061e-03,7.454277110161868815e-03,8.945132532194394193e-03,1.043598795422649890e-02,1.192684337625890025e-02,1.341769879829117842e-02,1.490855422032369079e-02,1.490855422032388578e-01,1.490855422032379529e+00
1.187499999999999289e+01,5.082531754730544193e+00,1.662431985483152678e-04,1.662431985483135656e-03,3.324863970966277383e-03,4.987295956449529048e-03,6.649727941932553031e-03,8.312159927415744415e-03,9.974591912899051158e-03,1.163702389838191555e-02,1.329945588386510780e-02,1.496188786934817168e-02,1.662431985483142985e-02,1.662431985483170116e-01,1.662431985483154628e+00
1.202164570954362866e+01,5.154849415639104038e+00,1.805010334973381890e-04,1.805010334973364706e-03,3.610020669946735049e-03,5.415031004920212512e-03,7.220041339893459691e-03,9.025051674866892484e-03,1.083006200984043890e-02,1.263507234481350827e-02,1.444008267978695061e-02,1.624509301476018130e-02,1.805010334973369476e-02,1.805010334973395636e-01,1.805010334973384589e+00
1.217647619362183775e+01,5.207407282861331588e+00,1.904795785272366047e-04,1.904795785272343821e-03,3.809591570544693714e-03,5.714387355817153978e-03,7.619183141089387427e-03,9.523978926361788278e-03,1.142877471163431836e-02,1.333357049690638355e-02,1.523836628217878700e-02,1.714316206745100657e-02,1.904795785272352451e-02,1.904795785272384023e-01,1.904795785272367370e+00
1.233684225972492499e+01,5.239306076717260119e+00,1.976051697462457896e-04,1.976051697462439301e-03,3.952103394924887277e-03,5.928155092387440636e-03,7.904206789849764145e-03,9.880258487312266330e-03,1.185631018477487780e-02,1.383236188223702784e-02,1.580841357969956298e-02,1.778446527716188302e-02,1.976051697462446327e-02,1.976051697462481715e-01,1.976051697462459789e+00
1.249999999999998934e+01,5.249999999999997335e+00,1.977382511118909209e-04,1.977382511118887416e-03,3.954765022237786108e-03,5.932147533356794955e-03,7.909530044475553134e-03,9.886912555594517746e-03,1.186429506671360899e-02,1.384167757783219196e-02,1.581906008895113749e-02,1.779644260006989567e-02,1.977382511118895569e-02,1.977382511118923047e-01,1.977382511118908726e+00
1.266315774027505192e+01,5.239306076717261007e+00,1.997951572374408213e-04,1.997951572374388751e-03,3.995903144748793115e-03,5.993854717123291154e-03,7.991806289497563678e-03,9.989757861872011410e-03,1.198770943424661874e-02,1.398566100662072299e-02,1.598361257899516552e-02,1.798156415136941549e-02,1.997951572374400200e-02,1.997951572374429552e-01,1.997951572374411899e+00
1.282352380637813738e+01,5.207407282861334252e+00,1.915581769565686046e-04,1.915581769565665718e-03,3.831163539131334037e-03,5.746745308697117499e-03,7.662327078262659401e-03,9.577908847828432021e-03,1.149349061739424194e-02,1.340907238695965287e-02,1.532465415652535003e-02,1.724023592609091188e-02,1.915581769565678771e-02,1.915581769565700976e-01,1.915581769565683379e+00
1.297835429045635003e+01,5.154849415639108479e+00,1.812968018916614782e-04,1.812968018916599929e-03,3.625936037833209832e-03,5.438904056749897797e-03,7.251872075666407520e-03,9.064840094583064695e-03,1.087780811349983029e-02,1.269077613241616914e-02,1.450374415133282892e-02,1.631671217024927706e-02,1.812968018916607735e-02,1.812968018916632784e-01,1.812968018916616852e+00
1.312499999999998757e+01,5.082531754730549522e+00,1.666927580126763590e-04,1.666927580126746026e-03,3.333855160253508965e-03,5.000782740380339125e-03,6.667710320507003185e-03,8.334637900633788676e-03,1.000156548076071295e-02,1.166849306088721915e-02,1.333542064101400117e-02,1.500234822114064615e-02,1.666927580126754266e-02,1.666927580126780495e-01,1.666927580126762010e+00
1.326095178626088789e+01,4.991691675364045899e+00,1.492338031972091541e-04,1.492338031972078585e-03,2.984676063944162808e-03,4.477014095916304927e-03,5.969352127888316074e-03,7.461690159860447785e-03,8.954028191832663630e-03,1.044636622380451692e-02,1.193870425577667031e-02,1.343104228774856870e-02,1.492338031972086955e-02,1.492338031972107459e-01,1.492338031972088919e+00
1.338388347648317378e+01,4.883883476483185326e+00,1.294496484957134144e-04,1.294496484957124820e-03,2.588992969914254410e-03,3.883489454871432139e-03,5.177985939828499279e-03,6.472482424785686549e-03,7.766978909742892033e-03,9.061475394699848585e-03,1.035597187965700723e-02,1.165046836461402537e-02,1.294496484957133667e-02,1.294496484957148585e-01,1.294496484957133653e+00
1.349169167536403613e+01,4.760951786260902097e+00,1.090038305733806207e-04,1.090038305733800460e-03,2.180076611467605258e-03,3.270114917201438244e-03,4.360153222935206178e-03,5.450191528669054777e-03,6.540229834402908581e-03,7.630268140136578503e-03,8.720306445870427969e-03,9.810344751604102229e-03,1.090038305733807486e-02,1.090038305733819907e-01,1.090038305733806334e+00
1.358253175473054064e+01,4.625000000000000888e+00,8.659793905880833176e-05,8.659793905880790350e-04,1.731958781176163274e-03,2.597938171764261391e-03,3.463917562352320043e-03,4.329896952940448518e-03,5.195876343528555742e-03,6.061855734116527658e-03,6.927835124704656566e-03,7.793814515292630217e-03,8.659793905880860607e-03,8.659793905880959486e-02,8.659793905880839304e-01
1.365484941563910049e+01,4.478354290456362463e+00,6.673205272182803998e-05,6.673205272182797763e-04,1.334641054436558252e-03,2.001961581654846268e-03,2.669282108873118238e-03,3.336602636091438347e-03,4.003923163309724628e-03,4.671243690527928510e-03,5.338564217746243415e-03,6.005884744964427348e-03,6.673205272182844601e-03,6.673205272182905490e-02,6.673205272182810566e-01
1.370740728286132715e+01,4.323523806378150702e+00,4.920616019488344367e-05,4.920616019488337862e-04,9.841232038976699577e-04,1.476184805846499516e-03,1.968246407795333844e-03,2.460308009744207203e-03,2.952369611693029389e-03,3.444431213641809941e-03,3.936492815590672892e-03,4.428554417539431326e-03,4.920616019488384049e-03,4.920616019488421172e-02,4.920616019488343040e-01
1.373930607671725745e+01,4.163157740275063468e+00,3.465903244544724310e-05,3.465903244544734068e-04,6.931806489089476810e-04,1.039770973363412197e-03,1.386361297817894278e-03,1.732951622272396958e-03,2.079541946726850849e-03,2.426132271181296284e-03,2.772722595635788555e-03,3.119312920090194525e-03,3.465903244544774400e-03,3.465903244544787237e-02,3.465903244544726869e-01
1.374999999999999289e+01,3.854166666666664742e+00,1.685857980711034040e-05,1.685857980711054165e-04,3.371715961422108330e-04,5.057573942133030765e-04,6.743431922844212324e-04,8.429289903555506639e-04,1.011514788426626753e-03,1.180100586497725285e-03,1.348686384568843115e-03,1.517272182639906302e-03,1.685857980711087016e-03,1.685857980711074136e-02,1.685857980711038262e-01
1.374999999999999289e+01,3.708333333333331705e+00,1.276327121771977931e-05,1.276327121772005680e-04,2.552654243544007565e-04,3.828981365315880158e-04,5.105308487087990192e-04,6.381635608860169616e-04,7.657962730631925116e-04,8.934289852403836741e-04,1.021061697417601508e-03,1.148694409594755699e-03,1.276327121772023515e-03,1.276327121772014191e-02,1.276327121771982653e-01
1.374999999999999289e+01,3.124999999999998224e+00,4.214257203094753668e-06,4.214257203094759767e-05,8.428514406189537153e-05,1.264277160928415462e-04,1.685702881237902009e-04,2.107128601547419457e-04,2.528554321856863992e-04,2.949980042166304461e-04,3.371405762475811066e-04,3.792831482785201662e-04,4.214257203094818314e-04,4.214257203094823843e-03,4.214257203094743526e-02
1.374999999999999289e+01,3.270833333333331705e+00,5.549178563185703939e-06,5.549178563185776784e-05,1.109835712637158609e-04,1.664753568955682959e-04,2.219671425274309358e-04,2.774589281592969910e-04,3.329507137911440185e-04,3.884424994229990148e-04,4.439342850548635522e-04,4.994260706867045081e-04,5.549178563185897537e-04,5.549178563185861758e-03,5.549178563185722807e-02
1.374999999999999289e+01,2.541666666666665630e+00,1.451628778485743746e-06,1.451628778485468418e-05,2.903257556970972072e-05,4.354886335458177247e-05,5.806515113941970572e-05,7.258143892426210453e-05,8.709772670915099529e-05,1.016140144939921405e-04,1.161303022788391133e-04,1.306465900637192627e-04,1.451628778485273262e-04,1.451628778485547023e-03,1.451628778485723227e-02
1.374999999999999289e+01,2.687499999999998668e+00,1.882427891643363268e-06,1.882427891643162563e-05,3.764855783286356975e-05,5.647283674930760950e-05,7.529711566572716661e-05,9.412139458215048454e-05,1.129456734986068571e-04,1.317699524150277356e-04,1.505942313314543603e-04,1.694185102479032112e-04,1.882427891643030291e-04,1.882427891643235042e-03,1.882427891643341164e-02
1.374999999999999467e+01,2.979166666666665186e+00,3.208167745951539276e-06,3.208167745951485744e-05,6.416335491902997238e-05,9.624503237854785203e-05,1.283267098380595924e-04,1.604083872975745853e-04,1.924900647570949722e-04,2.245717422166040292e-04,2.566534196761198353e-04,2.887350971356347469e-04,3.208167745951482491e-04,3.208167745951552314e-03,3.208167745951534533e-02
1.374999999999999467e+01,3.999999999999997335e+00,2.287241192092314288e-05,2.287241192092332245e-04,4.574482384184666117e-04,6.861723576276888316e-04,9.148964768369311634e-04,1.143620596046189758e-03,1.372344715255399781e-03,1.601068834464615008e-03,1.829792953673866880e-03,2.058517072883046112e-03,2.287241192092364338e-03,2.287241192092362777e-02,2.287241192092321074e-01
1.374999999999999467e+01,2.395833333333331705e+00,1.123852761687782500e-06,1.123852761687434242e-05,2.247705523374911174e-05,3.371558285064545839e-05,4.495411046749869105e-05,5.619263808435668743e-05,6.743116570127469440e-05,7.866969331813254847e-05,8.990822093499671803e-05,1.011467485519043641e-04,1.123852761687175897e-04,1.123852761687520185e-03,1.123852761687748301e-02
1.374999999999999467e+01,2.833333333333331705e+00,2.451673133187315002e-06,2.451673133187193707e-05,4.903346266374403000e-05,7.355019399562338369e-05,9.806692532748808710e-05,1.225836566593557992e-04,1.471003879912425390e-04,1.716171193231063750e-04,1.961338506549765808e-04,2.206505819868562733e-04,2.451673133187121404e-04,2.451673133187254328e-03,2.451673133187306022e-02
1.374999999999999467e+01,2.249999999999998668e+00,8.503849781257550383e-07,8.503849781253412627e-06,1.700769956250732670e-05,2.551154934378699565e-05,3.401539912501514129e-05,4.251924890624874520e-05,5.102309868755438758e-05,5.952694846878884530e-05,6.803079825002959140e-05,7.653464803132382932e-05,8.503849781250293852e-05,8.503849781254350666e-04,8.503849781257264567e-03
1.374999999999999467e+01,3.416666666666665186e+00,7.318042801684594691e-06,7.318042801684714461e-05,1.463608560336944519e-04,2.195412840505330584e-04,2.927217120673874400e-04,3.659021400842465922e-04,4.390825681010763625e-04,5.122629961179208779e-04,5.854434241347768316e-04,6.586238521515995004e-04,7.318042801684875465e-04,7.318042801684810847e-03,7.318042801684601639e-02
1.374999999999999467e+01,3.562499999999998668e+00,9.650706144763360531e-06,9.650706144763470306e-05,1.930141228952699211e-04,2.895211843428941887e-04,3.860282457905392459e-04,4.825353072381890194e-04,5.790423686858017132e-04,6.755494301334353862e-04,7.720564915810799013e-04,8.685635530286847346e-04,9.650706144763715336e-04,9.650706144763626648e-03,9.650706144763369909e-02
1.376069392328273011e+01,2.086842259724932980e+00,5.932342827448486336e-07,5.932342827444090447e-06,1.186468565488865693e-05,1.779702848236083414e-05,2.372937130977792372e-05,2.966171413720061387e-05,3.559405696470044502e-05,4.152639979212453109e-05,4.745874261955502073e-05,5.339108544704274269e-05,5.932342827440716376e-05,5.932342827445028248e-04,5.932342827448135354e-03
1.379259271713865864e+01,1.926476193621845523e+00,4.571872010830805822e-07,4.571872010826355299e-06,9.143744021653195102e-06,1.371561603250788281e-05,1.828748804330705767e-05,2.285936005411172469e-05,2.743123206499434584e-05,3.200310407580068999e-05,3.657497608661315310e-05,4.114684809748408182e-05,4.571872010822944637e-05,4.571872010827290932e-04,4.571872010830460055e-03
1.384515058436088708e+01,1.771645709543634428e+00,3.634442639605097225e-07,3.634442639600648926e-06,7.268885279201784049e-06,1.090332791883072430e-05,1.453777055840422031e-05,1.817221319798319494e-05,2.180665583763996784e-05,2.544109847722075850e-05,2.907554111680753938e-05,3.270998375645277909e-05,3.634442639597242075e-05,3.634442639601578070e-04,3.634442639604734942e-03
1.391746824526944870e+01,1.624999999999996003e+00,2.971065450757961663e-07,2.971065450753588749e-06,5.942130901507647602e-06,8.913196352289083830e-06,1.188426180301596775e-05,1.485532725374817950e-05,1.782639270455705282e-05,2.079745815529113483e-05,2.376852360603097327e-05,2.673958905682855225e-05,2.971065450750234922e-05,2.971065450754491297e-04,2.971065450757605884e-03
1.400830832463595144e+01,1.489048213739095239e+00,2.466026836858116503e-07,2.466026836853877527e-06,4.932053673708209063e-06,7.398080510589142940e-06,9.864107347417078812e-06,1.233013418425016634e-05,1.479616102115775550e-05,1.726218785799268278e-05,1.972821469483322928e-05,2.219424153172982903e-05,2.466026836850618737e-05,2.466026836854746159e-04,2.466026836857780190e-03
1.411611652351681023e+01,1.366116523516812897e+00,2.071753703825930490e-07,2.071753703821879555e-06,4.143507407644186861e-06,6.215261111491872545e-06,8.287014815289003915e-06,1.035876851909100318e-05,1.243052222296414305e-05,1.450227592676800579e-05,1.657402963057714047e-05,1.864578333443985675e-05,2.071753703818764760e-05,2.071753703822704074e-04,2.071753703825597592e-03
1.423904821373909613e+01,1.258308324635954101e+00,1.758815187970566912e-07,1.758815187966796134e-06,3.517630375933993337e-06,5.276445563924841607e-06,7.035260751868568586e-06,8.794075939816840744e-06,1.055289112783139747e-05,1.231170631578146788e-05,1.407052150373632063e-05,1.582933669174119916e-05,1.758815187963889921e-05,1.758815187967560352e-04,1.758815187970258010e-03
1.437499999999999645e+01,1.167468245269450478e+00,1.509698695914998186e-07,1.509698695911617042e-06,3.019397391823594921e-06,4.529096087756735282e-06,6.038794783647698908e-06,7.548493479542735069e-06,9.058192175497102499e-06,1.056789087139375734e-05,1.207758956729469478e-05,1.358728826324042332e-05,1.509698695909011357e-05,1.509698695912300894e-04,1.509698695914710696e-03
1.452164570954363221e+01,1.095150584360890411e+00,1.314614106100831499e-07,1.314614106097996639e-06,2.629228212196292280e-06,3.943842318312334744e-06,5.258456424393014006e-06,6.573070530477083094e-06,7.887684636610954331e-06,9.202298742696399001e-06,1.051691284878543340e-05,1.183152695491202015e-05,1.314614106095808795e-05,1.314614106098568056e-04,1.314614106100588358e-03
1.467647619362184308e+01,1.042592717138663749e+00,1.172074892754090692e-07,1.172074892751996642e-06,2.344149785504209700e-06,3.516224678269527417e-06,4.688299571008737038e-06,5.860374463750449217e-06,7.032449356528925168e-06,8.204524249271660563e-06,9.376599142017050560e-06,1.054867403479013006e-05,1.172074892750378512e-05,1.172074892752418947e-04,1.172074892753906120e-03
1.483684225972493032e+01,1.010693923282736106e+00,1.080845139978493456e-07,1.080845139977344138e-06,2.161690279954809402e-06,3.242535419939471905e-06,4.323380559909778893e-06,5.404225699881469086e-06,6.485070839873386426e-06,7.565915979845595004e-06,8.646761119819339252e-06,9.727606259808208120e-06,1.080845139976451365e-05,1.080845139977577716e-04,1.080845139978390190e-03
1.499999999999999467e+01,9.999999999999991118e-01,1.047323871687366943e-07,1.047323871687299683e-06,2.094647743374603601e-06,3.141971615062308801e-06,4.189295486749205508e-06,5.236619358436219529e-06,6.283943230124331305e-06,7.331267101811294504e-06,8.378590973498433039e-06,9.425914845186219554e-06,1.047323871687247633e-05,1.047323871687323629e-04,1.047323871687351818e-03
1.516315774027505903e+01,1.010693923282736550e+00,1.072300614174765705e-07,1.072300614175796173e-06,2.144601228351483502e-06,3.216901842520692512e-06,4.289202456702797598e-06,5.361503070883751567e-06,6.433803685046451975e-06,7.506104299226714764e-06,8.578404913405859471e-06,9.650705527570985781e-06,1.072300614176601744e-05,1.072300614175612104e-04,1.072300614174845953e-03
1.532352380637814626e+01,1.042592717138664415e+00,1.156336896669213421e-07,1.156336896671195320e-06,2.312673793342189045e-06,3.469010690000657483e-06,4.625347586684033349e-06,5.781684483365216669e-06,6.938021380011050763e-06,8.094358276690949135e-06,9.250695173368612186e-06,1.040703207001912953e-05,1.156336896672741959e-05,1.156336896670821871e-04,1.156336896669355515e-03
1.547835429045635891e+01,1.095150584360891965e+00,1.294866894799498950e-07,1.294866894802243813e-06,2.589733789604234364e-06,3.884600684388930831e-06,5.179467579208036741e-06,6.474334474023948490e-06,7.769201368791368449e-06,9.064068263605559874e-06,1.035893515841657662e-05,1.165380205319107100e-05,1.294866894804415309e-05,1.294866894801744242e-04,1.294866894799752075e-03
1.562499999999999822e+01,1.167468245269452698e+00,1.487608982114160537e-07,1.487608982117481277e-06,2.975217964234641105e-06,4.462826946331027238e-06,5.950435928468694369e-06,7.438044910602808197e-06,8.925653892678348002e-06,1.041326287481015790e-05,1.190087185693823408e-05,1.338848083902210530e-05,1.487608982120102886e-05,1.487608982116894122e-04,1.487608982114471418e-03
1.576095178626089499e+01,1.258308324635956987e+00,1.735433698467949536e-07,1.735433698471633653e-06,3.470867396942930610e-06,5.206301095391013147e-06,6.941734793885260674e-06,8.677168492375511900e-06,1.041260219080023073e-05,1.214803588928784175e-05,1.388346958777137177e-05,1.561890328620536053e-05,1.735433698474573493e-05,1.735433698470979498e-04,1.735433698468283629e-03
1.588388347648317733e+01,1.366116523516816006e+00,2.047874663482148102e-07,2.047874663486100781e-06,4.095749326971840726e-06,6.143623990432618610e-06,8.191498653943029236e-06,1.023937331744918860e-05,1.228724798088490024e-05,1.433512264438810177e-05,1.638299730788694616e-05,1.843087197133264771e-05,2.047874663489258012e-05,2.047874663485390527e-04,2.047874663482504489e-03
1.599169167536403613e+01,1.489048213739099458e+00,2.441284207167998207e-07,2.441284207172151209e-06,4.882568414343917865e-06,7.323852621489564990e-06,9.765136828687158104e-06,1.220642103588028143e-05,1.464770524299968916e-05,1.708898945018968863e-05,1.953027365737523778e-05,2.197155786450497763e-05,2.441284207175459635e-05,2.441284207171412512e-04,2.441284207168376366e-03
